t,gas_price,power_price,chp.bin,chp.gas,chp.power,chp.heat,electrical_grid.overall_power,electrical_grid.supply_power,electrical_grid.feedin_power,battery_storage.power_balance,battery_storage.charging_power,battery_storage.discharging_power,battery_storage.energy_content,battery_storage.discharge_bin,battery_storage.charge_bin,battery_storage.switch_bin,pv.power,electrolyzer.bin,electrolyzer.hydrogen,electrolyzer.power,electrolyzer.water,electrolyzer.heat,hydrogen_grid.overall_hydrogen,hydrogen_grid.supply_hydrogen,hydrogen_grid.feedin_hydrogen,arc1_expanded.power,arc2_expanded.power,arc3_expanded.power,arc4_expanded.power,arc5_expanded.power
104,70.037,161.76,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,698.5000000000001,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
105,70.037,218.98,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,618.5000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,80.0,0.0,0.0
106,70.037,178.06,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,538.5000000000001,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
107,70.037,178.06,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,458.5000000000001,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
108,70.037,177.16,1.0,300.0,120.0,160.0,41.79999999999987,161.79999999999987,120.0,-31.649999999999864,31.649999999999864,0.0,490.15,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,31.649999999999864,130.15
109,70.037,177.16,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,560.0,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
110,70.037,178.06,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,480.0,1.0,0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
111,70.037,179.2,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,400.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
112,70.037,240.62,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,80.0,0.0,0.0
113,70.037,255.25,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,80.0,0.0,0.0
114,70.037,255.25,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,80.0,0.0,0.0
115,70.037,243.08,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,80.0,0.0,0.0
116,70.037,240.62,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,80.0,0.0,0.0
117,70.037,175.38,1.0,300.0,120.0,160.0,10.150000000000006,130.15,120.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,0.0,130.15
118,70.037,147.22,0.0,0.0,0.0,0.0,130.15,130.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,0.0,130.15
119,70.037,147.22,0.0,0.0,0.0,0.0,130.15,130.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,0.0,130.15
120,70.037,135.45,0.0,0.0,0.0,0.0,130.15,130.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,0.0,130.15
121,70.037,127.22,0.0,0.0,0.0,0.0,130.15,130.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,0.0,130.15
122,70.037,119.14,0.0,0.0,0.0,0.0,191.94999999999982,191.94999999999982,0.0,-61.79999999999981,61.79999999999981,0.0,61.79999999999981,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,61.79999999999981,130.15
123,70.037,113.79,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,131.6499999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
124,70.037,113.79,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,201.4999999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
125,70.037,113.79,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,271.3499999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
126,70.037,113.54,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,341.1999999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
127,70.037,113.52,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,411.04999999999984,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
128,70.037,113.79,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,480.89999999999986,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
129,70.037,119.14,0.0,0.0,0.0,0.0,199.95884,200.0,0.04116,-69.85,69.85,0.0,550.7499999999999,0.0,1.0,0.0,0.04116,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.04116,0.0,69.85,130.15
130,70.037,113.79,0.0,0.0,0.0,0.0,199.99706,200.0,0.00294,-69.85,69.85,0.0,620.5999999999999,0.0,1.0,0.0,0.00294,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.00294,0.0,69.85,130.15
131,70.037,113.52,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,690.4499999999999,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
132,70.037,113.52,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,760.3,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
133,70.037,113.52,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,830.15,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
134,70.037,113.52,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,900.0,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
135,70.037,119.14,0.0,0.0,0.0,0.0,130.15,130.15,0.0,0.0,0.0,0.0,900.0,1.0,0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,0.0,130.15
136,70.037,147.22,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,800.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
137,70.037,153.4,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,700.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
138,70.037,153.4,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,600.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
139,70.037,153.4,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,500.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
140,70.037,147.22,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,400.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
141,70.037,133.18,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,300.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
142,70.037,125.27,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,200.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
143,70.037,127.15,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,100.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
144,70.037,124.78,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
145,70.037,114.12,0.0,0.0,0.0,0.0,130.15,130.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,0.0,130.15
146,70.037,113.79,0.0,0.0,0.0,0.0,191.94999999999982,191.94999999999982,0.0,-61.79999999999981,61.79999999999981,0.0,61.79999999999981,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,61.79999999999981,130.15
147,70.037,113.79,0.0,0.0,0.0,0.0,130.15,130.15,0.0,0.0,0.0,0.0,61.79999999999981,1.0,0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,0.0,130.15
148,70.037,111.79,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,131.6499999999998,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
149,70.037,111.78,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,201.4999999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
150,70.037,111.78,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,271.3499999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
151,70.037,111.78,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,341.1999999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
152,70.037,111.78,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,411.04999999999984,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
153,70.037,111.78,0.0,0.0,0.0,0.0,199.99118,200.0,0.00882,-69.85,69.85,0.0,480.89999999999986,0.0,1.0,0.0,0.00882,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.00882,0.0,69.85,130.15
154,70.037,111.78,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,550.7499999999999,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
155,70.037,109.96,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,620.5999999999999,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
156,70.037,109.96,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,690.4499999999999,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
157,70.037,109.96,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,760.3,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
158,70.037,109.96,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,830.15,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
159,70.037,111.78,0.0,0.0,0.0,0.0,199.90886,200.0,0.09114,-69.85,69.85,0.0,900.0,0.0,1.0,0.0,0.09114,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.09114,0.0,69.85,130.15
160,70.037,128.57,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,800.0,1.0,0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
161,70.037,153.67,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,700.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
162,70.037,153.67,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,600.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
163,70.037,153.67,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,500.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
164,70.037,153.67,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,400.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
165,70.037,147.22,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,300.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
166,70.037,133.32,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,200.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
167,70.037,127.89,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,100.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
168,70.037,124.92,0.0,0.0,0.0,0.0,30.150000000000006,130.15,100.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,100.0,0.0,130.15
